PostalCode,City,State,Region,Country,CustomerID,CustomerName,Segment,ProductID,ProductName,Manufacturer,SubCategory,Category,OrderID,OrderDate,ShipDate,ShipMode,OrderItemID,Discount,Quantity,Profit,Sales
49201,Jackson,Michigan,Central,United States,C00197,Nat Gilpin,Corporate,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2011-100762,2011/11/24,2011/11/29,Standard Class,CA-2011-100762-L00096,0,2,8,16
68801,Grand Island,Nebraska,Central,United States,C00114,Tamara Manning,Consumer,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2014-134439,2014/9/19,2014/9/24,Second Class,CA-2014-134439-L00096,0,2,8,16
11520,Freeport,New York,East,United States,C00467,Tom Prescott,Consumer,L01533,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",Tenex,Furnishings,Furniture,CA-2012-136196,2012/11/28,2012/12/4,Standard Class,CA-2012-136196-L01533,0,3,65,323
3301,Concord,New Hampshire,East,United States,C00135,Chuck Clark,Home Office,L01533,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",Tenex,Furnishings,Furniture,CA-2013-116736,2013/1/17,2013/1/21,Standard Class,CA-2013-116736-L01533,0,3,65,323
33614,Tampa,Florida,South,United States,C00305,Christopher Schild,Home Office,L01533,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",Tenex,Furnishings,Furniture,US-2014-100930,2014/4/8,2014/4/13,Standard Class,US-2014-100930-L01533,0.2,3,0,258
92503,Riverside,California,West,United States,C00377,Rachel Payne,Corporate,L00629,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,CA-2012-148250,2012/12/13,2012/12/17,Standard Class,CA-2012-148250-L00629,0,4,35,134
55125,Woodbury,Minnesota,Central,United States,C00022,Chris Selesnick,Corporate,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2012-149811,2012/1/4,2012/1/10,Standard Class,CA-2012-149811-L00096,0,5,20,40
90008,Los Angeles,California,West,United States,C00416,Robert Marley,Home Office,L01423,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Sanyo,Appliances,Office Supplies,CA-2012-160171,2012/10/19,2012/10/24,Standard Class,CA-2012-160171-L01423,0,5,459,1641
90503,Torrance,California,West,United States,C00502,Fred Chung,Corporate,L01423,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Sanyo,Appliances,Office Supplies,CA-2014-107517,2014/2/6,2014/2/10,Standard Class,CA-2014-107517-L01423,0,5,459,1641
76017,Arlington,Texas,Central,United States,C00141,Scott Cohen,Corporate,L00629,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,CA-2014-144680,2014/4/1,2014/4/3,First Class,CA-2014-144680-L00629,0.8,5,-91,34
90049,Los Angeles,California,West,United States,C00494,Karen Bern,Corporate,L00629,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,CA-2014-162012,2014/7/12,2014/7/19,Standard Class,CA-2014-162012-L00629,0,5,44,168
21215,Baltimore,Maryland,East,United States,C00707,Bart Folk,Consumer,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2014-140676,2014/9/13,2014/9/16,First Class,CA-2014-140676-L00096,0,5,20,40
90036,Los Angeles,California,West,United States,C00564,Cindy Stewart,Consumer,L00629,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,US-2014-115609,2014/11/3,2014/11/8,Standard Class,US-2014-115609-L00629,0,5,44,168
55044,Lakeville,Minnesota,Central,United States,C00453,Dianna Wilson,Home Office,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2011-131926,2011/6/1,2011/6/6,Second Class,CA-2011-131926-L00096,0,6,24,48
32303,Tallahassee,Florida,South,United States,C00058,Patrick O'Brill,Consumer,L00629,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,CA-2014-129021,2014/8/24,2014/8/27,Second Class,CA-2014-129021-L00629,0.2,6,12,161
94109,San Francisco,California,West,United States,C00452,Doug Bickford,Consumer,L00096,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,Office Supplies,CA-2014-133074,2014/9/22,2014/9/26,Standard Class,CA-2014-133074-L00096,0,7,28,56
7960,Morristown,New Jersey,East,United States,C00214,Annie Thurman,Consumer,L01423,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Sanyo,Appliances,Office Supplies,CA-2012-123113,2012/11/23,2012/11/27,Second Class,CA-2012-123113-L01423,0,8,735,2625
43229,Columbus,Ohio,East,United States,C00195,Richard Bierner,Consumer,L00802,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Hewlett-Packard,Machines,Technology,US-2011-105137,2011/10/10,2011/10/10,Same Day,US-2011-105137-L00802,0.7,2,-71,102
60623,Chicago,Illinois,Central,United States,C00144,Philisse Overcash,Home Office,L00392,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Canon,Machines,Technology,CA-2013-147375,2013/6/13,2013/6/15,Second Class,CA-2013-147375-L00392,0.3,3,43,1008
10035,New York City,New York,East,United States,C00313,Tracy Hopkins,Home Office,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2011-113887,2011/4/5,2011/4/7,First Class,CA-2011-113887-L00537,0,1,27,55
94122,San Francisco,California,West,United States,C00132,Darrin Sayre,Home Office,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2011-113271,2011/7/9,2011/7/14,Standard Class,CA-2011-113271-L00383,0.2,1,7,120
11757,Lindenhurst,New York,East,United States,C00427,Maya Herman,Corporate,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2012-154144,2012/12/20,2012/12/24,Standard Class,CA-2012-154144-L00537,0,1,27,55
8861,Perth Amboy,New Jersey,East,United States,C00171,Matt Collister,Corporate,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2013-131835,2013/7/18,2013/7/22,Standard Class,CA-2013-131835-L00537,0,1,27,55
98103,Seattle,Washington,West,United States,C00611,Cari Sayre,Corporate,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2014-147452,2014/10/1,2014/10/4,First Class,CA-2014-147452-L00459,0,1,1,4
28540,Jacksonville,North Carolina,South,United States,C00109,Bart Pistole,Corporate,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2011-137911,2011/10/9,2011/10/15,Standard Class,CA-2011-137911-L00537,0.2,2,31,89
90004,Los Angeles,California,West,United States,C00003,Matt Abelman,Home Office,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2011-140732,2011/11/11,2011/11/13,Second Class,CA-2011-140732-L00459,0,2,2,8
1841,Lawrence,Massachusetts,East,United States,C00296,Denny Blanton,Consumer,L00466,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Other,Appliances,Office Supplies,CA-2012-129322,2012/8/8,2012/8/10,Second Class,CA-2012-129322-L00466,0,2,33,114
10035,New York City,New York,East,United States,C00118,Peter Fuller,Consumer,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,US-2012-126977,2012/9/17,2012/9/23,Standard Class,US-2012-126977-L00537,0,2,53,111
94109,San Francisco,California,West,United States,C00213,Art Ferguson,Consumer,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2012-168634,2012/12/6,2012/12/11,Standard Class,CA-2012-168634-L00459,0,2,2,8
90045,Los Angeles,California,West,United States,C00421,Mike Vittorini,Consumer,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2013-123512,2013/6/18,2013/6/20,First Class,CA-2013-123512-L00383,0.2,2,14,240
94110,San Francisco,California,West,United States,C00133,Cynthia Voltz,Corporate,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,CA-2013-120859,2013/9/2,2013/9/5,First Class,CA-2013-120859-L01614,0,2,11,22
32216,Jacksonville,Florida,South,United States,C00063,Kelly Lampkin,Corporate,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,US-2013-153815,2013/11/7,2013/11/10,First Class,US-2013-153815-L00537,0.2,2,31,89
94521,Concord,California,West,United States,C00095,Joe Kamberova,Consumer,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,US-2014-153255,2014/9/4,2014/9/8,Second Class,US-2014-153255-L00383,0.2,2,14,240
77070,Houston,Texas,Central,United States,C00353,Cindy Chapman,Consumer,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,US-2014-160836,2014/9/12,2014/9/17,Standard Class,US-2014-160836-L00459,0.8,2,-4,2
10024,New York City,New York,East,United States,C00355,Christina DeMoss,Consumer,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2014-102925,2014/11/6,2014/11/11,Second Class,CA-2014-102925-L00537,0,2,53,111
80219,Denver,Colorado,West,United States,C00583,Rick Hansen,Consumer,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2014-121538,2014/11/29,2014/12/2,First Class,CA-2014-121538-L00537,0.2,2,31,89
75150,Mesquite,Texas,Central,United States,C00074,Saphhira Shifley,Corporate,L00466,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Other,Appliances,Office Supplies,CA-2011-120544,2011/11/23,2011/11/27,Standard Class,CA-2011-120544-L00466,0.8,3,-87,34
10011,New York City,New York,East,United States,C00302,Dan Lawera,Consumer,L00466,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Other,Appliances,Office Supplies,CA-2013-102456,2013/2/27,2013/3/2,First Class,CA-2013-102456-L00466,0,3,50,171
60623,Chicago,Illinois,Central,United States,C00012,Lena Cacioppo,Consumer,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2013-110898,2013/3/7,2013/3/13,Standard Class,CA-2013-110898-L00459,0.8,3,-6,2
8302,Bridgeton,New Jersey,East,United States,C00387,Jim Mitchum,Corporate,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2013-112389,2013/10/30,2013/11/3,Standard Class,CA-2013-112389-L00459,0,3,3,12
90036,Los Angeles,California,West,United States,C00337,John Murray,Consumer,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,US-2014-109582,2014/9/13,2014/9/18,Second Class,US-2014-109582-L00537,0,3,80,166
10035,New York City,New York,East,United States,C00669,Bobby Trafton,Consumer,L00459,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,Office Supplies,CA-2011-151946,2011/6/4,2011/6/9,Standard Class,CA-2011-151946-L00459,0,4,4,16
77041,Houston,Texas,Central,United States,C00507,Corinna Mitchell,Home Office,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2012-168088,2012/3/19,2012/3/22,First Class,CA-2012-168088-L00383,0.3,4,-68,383
28540,Jacksonville,North Carolina,South,United States,C00269,Nathan Cano,Consumer,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,CA-2013-156503,2013/10/15,2013/10/21,Standard Class,CA-2013-156503-L01614,0.2,4,13,35
83642,Meridian,Idaho,West,United States,C00091,Nick Zandusky,Home Office,L00466,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Other,Appliances,Office Supplies,US-2014-148054,2014/10/7,2014/10/12,Standard Class,US-2014-148054-L00466,0,4,66,228
60653,Chicago,Illinois,Central,United States,C00374,Sarah Brown,Consumer,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2011-120411,2011/9/20,2011/9/23,First Class,CA-2011-120411-L00383,0.3,5,-70,493
19143,Philadelphia,Pennsylvania,East,United States,C00525,Valerie Takahito,Home Office,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2012-167010,2012/4/5,2012/4/10,Standard Class,CA-2012-167010-L00383,0.5,5,-211,352
90036,Los Angeles,California,West,United States,C00332,Marc Harrigan,Home Office,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,US-2013-108497,2013/6/15,2013/6/15,Same Day,US-2013-108497-L00383,0.2,5,35,599
47905,Lafayette,Indiana,Central,United States,C00229,Robert Waldorf,Consumer,L00537,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Other,Paper,Office Supplies,CA-2014-169285,2014/3/22,2014/3/26,Standard Class,CA-2014-169285-L00537,0,5,133,277
19134,Philadelphia,Pennsylvania,East,United States,C00007,Edward Hooks,Corporate,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,CA-2011-138450,2011/10/18,2011/10/22,Standard Class,CA-2011-138450-L01614,0.2,6,20,53
19134,Philadelphia,Pennsylvania,East,United States,C00587,Mike Gockenbach,Consumer,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,US-2012-138303,2012/9/3,2012/9/7,Standard Class,US-2012-138303-L01614,0.2,6,20,53
94526,Danville,California,West,United States,C00483,Nancy Lomonaco,Home Office,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,US-2014-163790,2014/11/3,2014/11/5,Second Class,US-2014-163790-L01614,0,7,38,77
36116,Montgomery,Alabama,South,United States,C00364,Yana Sorensen,Corporate,L01614,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Other,Envelopes,Office Supplies,CA-2012-154291,2012/7/25,2012/7/29,Standard Class,CA-2012-154291-L01614,0,9,49,98
94110,San Francisco,California,West,United States,C00753,Eileen Kiefer,Home Office,L00383,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Bookcases,Furniture,CA-2011-111871,2011/3/18,2011/3/21,Second Class,CA-2011-111871-L00383,0.2,10,70,1198
60653,Chicago,Illinois,Central,United States,C00062,Lindsay Shagiari,Home Office,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2011-137092,2011/10/20,2011/10/22,Second Class,CA-2011-137092-L00178,0.2,1,8,24
43229,Columbus,Ohio,East,United States,C00123,Maria Bertelson,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2012-113131,2012/9/24,2012/9/24,Same Day,CA-2012-113131-L00178,0.2,1,8,24
90805,Long Beach,California,West,United States,C00655,Guy Thornton,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2012-105725,2012/2/18,2012/2/24,Standard Class,CA-2012-105725-L00178,0,2,28,61
75051,Grand Prairie,Texas,Central,United States,C00686,Lycoris Saunders,Consumer,L01188,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Chairs,Furniture,CA-2012-118955,2012/6/16,2012/6/20,Standard Class,CA-2012-118955-L01188,0.3,2,-25,197
92105,San Diego,California,West,United States,C00459,Brian Stugart,Consumer,L01188,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Chairs,Furniture,CA-2012-126725,2012/11/17,2012/11/21,Standard Class,CA-2012-126725-L01188,0.2,2,3,226
10035,New York City,New York,East,United States,C00300,Darren Budd,Corporate,L01188,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Chairs,Furniture,CA-2013-162943,2013/7/25,2013/7/27,Second Class,CA-2013-162943-L01188,0.1,2,31,254
77506,Pasadena,Texas,Central,United States,C00115,Steve Nguyen,Home Office,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2013-119963,2013/11/19,2013/11/23,Standard Class,CA-2013-119963-L00178,0.2,2,16,49
53711,Madison,Wisconsin,Central,United States,C00204,Jeremy Pistek,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2014-117324,2014/12/9,2014/12/14,Standard Class,CA-2014-117324-L00178,0,2,28,61
83605,Caldwell,Idaho,West,United States,C00013,Sally Hughsby,Corporate,L01188,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Chairs,Furniture,US-2011-112991,2011/12/10,2011/12/14,Standard Class,US-2011-112991-L01188,0.2,3,4,338
10035,New York City,New York,East,United States,C00222,Shahid Hopkins,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2014-110884,2014/3/8,2014/3/13,Standard Class,CA-2014-110884-L00178,0,3,42,92
19013,Chester,Pennsylvania,East,United States,C00436,Jesus Ocampo,Home Office,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2012-119291,2012/5/14,2012/5/17,First Class,CA-2012-119291-L00178,0.2,4,32,98
10009,New York City,New York,East,United States,C00079,Irene Maddox,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2013-140501,2013/6/24,2013/6/29,Standard Class,CA-2013-140501-L00178,0,4,56,122
92307,Apple Valley,California,West,United States,C00032,Pete Kriz,Consumer,L01188,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Office Star,Chairs,Furniture,CA-2013-118332,2013/12/17,2013/12/24,Standard Class,CA-2013-118332-L01188,0.2,5,7,564
28205,Charlotte,North Carolina,South,United States,C00484,Mick Brown,Consumer,L00178,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Avery,Labels,Office Supplies,CA-2014-144498,2014/5/7,2014/5/7,Same Day,CA-2014-144498-L00178,0.2,5,40,122
